marker	cM	mapped	original_chr	LG	trim
3347	36.565	43277438	chr2	LG1	No
3346	37.259	43200846	chr2	LG1	No
3338	37.335	43004449	chr2	LG1	No
3339	38.107	43011751	chr2	LG1	No
3333	38.184	42979025	chr2	LG1	No
3343	38.184	43063633	chr2	LG1	No
3332	38.26	42940488	chr2	LG1	No
3322	38.414	42681678	chr2	LG1	No
3309	39.419	42415162	chr2	LG1	No
3324	39.419	42746519	chr2	LG1	No
3318	39.496	42657123	chr2	LG1	No
3304	39.726	42005290	chr2	LG1	No
3314	39.879	42504387	chr2	LG1	No
3299	41.435	41976154	chr2	LG1	No
3311	42.129	42467656	chr2	LG1	No
3268	42.822	41254727	chr2	LG1	No
3300	42.822	41987177	chr2	LG1	No
3257	42.899	40623636	chr2	LG1	No
3301	42.899	41987177	chr2	LG1	No
3303	42.899	41987178	chr2	LG1	No
3282	42.976	41359968	chr2	LG1	No
3284	42.976	41401035	chr2	LG1	No
3267	42.976	41254724	chr2	LG1	No
3270	42.976	41255085	chr2	LG1	No
3280	43.052	41336951	chr2	LG1	No
3263	43.514	41214476	chr2	LG1	No
3239	43.898	39723478	chr2	LG1	No
3294	43.975	41643864	chr2	LG1	No
3241	43.975	39730741	chr2	LG1	No
3243	43.975	40081438	chr2	LG1	No
3259	44.128	40638620	chr2	LG1	No
3240	44.128	39730728	chr2	LG1	No
3244	44.513	40161107	chr2	LG1	No
3238	44.82	39578047	chr2	LG1	No
3258	45.825	40623649	chr2	LG1	No
3234	45.825	38960400	chr2	LG1	No
3233	45.825	38837738	chr2	LG1	No
3247	46.055	40263514	chr2	LG1	No
3237	46.827	39197636	chr2	LG1	No
3232	46.827	38652143	chr2	LG1	No
3231	46.827	38530652	chr2	LG1	No
3228	47.211	38258117	chr2	LG1	No
3227	47.211	38258081	chr2	LG1	No
3226	47.442	38229594	chr2	LG1	No
3222	48.369	37759755	chr2	LG1	No
3217	48.522	36825390	chr2	LG1	No
3219	50.315	36865495	chr2	LG1	No
3200	51.087	35089164	chr2	LG1	No
3209	51.317	36155375	chr2	LG1	No
3197	51.317	35039603	chr2	LG1	No
3198	51.471	35039617	chr2	LG1	No
3210	51.701	36155407	chr2	LG1	No
3202	51.854	35259030	chr2	LG1	No
3213	52.007	36318419	chr2	LG1	No
3216	52.007	36434395	chr2	LG1	No
3196	52.238	34957386	chr2	LG1	No
3192	52.314	34663451	chr2	LG1	No
3190	52.468	34375815	chr2	LG1	No
3199	53.239	35039628	chr2	LG1	No
3183	53.239	33743604	chr2	LG1	No
3191	53.239	34455941	chr2	LG1	No
3185	53.933	33765082	chr2	LG1	No
3181	53.933	33619295	chr2	LG1	No
3184	54.395	33751486	chr2	LG1	No
3176	54.702	33246752	chr2	LG1	No
3173	56.654	32838047	chr2	LG1	No
3168	56.884	31588895	chr2	LG1	No
3169	56.884	32429263	chr2	LG1	No
3160	57.812	31104871	chr2	LG1	No
3161	58.042	31106483	chr2	LG1	No
3163	58.118	31138748	chr2	LG1	No
3165	58.118	31138772	chr2	LG1	No
3134	60.07	28086463	chr2	LG1	No
3156	60.92	30984676	chr2	LG1	No
3153	61.381	30489213	chr2	LG1	No
3149	61.766	30215321	chr2	LG1	No
3152	61.842	30361690	chr2	LG1	No
3090	62.614	25724455	chr2	LG1	No
3085	62.614	25668056	chr2	LG1	No
3092	62.614	25804666	chr2	LG1	No
3071	62.69	24869752	chr2	LG1	No
3056	62.767	24415458	chr2	LG1	No
3148	63.074	30076973	chr2	LG1	No
2986	63.228	21304977	chr2	LG1	No
3143	63.228	29673461	chr2	LG1	No
3142	63.228	29324286	chr2	LG1	No
3151	63.689	30316349	chr2	LG1	No
3141	63.843	29217413	chr2	LG1	No
3140	64.073	28845930	chr2	LG1	No
3008	64.689	22010990	chr2	LG1	No
3138	64.766	28699562	chr2	LG1	No
3136	64.919	28455125	chr2	LG1	No
3124	66.081	27651948	chr2	LG1	No
3127	66.234	27782534	chr2	LG1	No
3110	66.465	26913578	chr2	LG1	No
3111	66.465	26932797	chr2	LG1	No
3120	66.541	27186480	chr2	LG1	No
3089	66.849	25688485	chr2	LG1	No
3098	66.849	26149822	chr2	LG1	No
3076	66.849	25207197	chr2	LG1	No
3086	66.925	25672989	chr2	LG1	No
3097	67.002	26084522	chr2	LG1	No
3108	67.002	26766133	chr2	LG1	No
3100	67.078	26531580	chr2	LG1	No
3099	67.232	26149832	chr2	LG1	No
3094	67.771	25957068	chr2	LG1	No
3084	67.924	25657709	chr2	LG1	No
3095	67.924	25957177	chr2	LG1	No
3088	67.924	25681967	chr2	LG1	No
3082	68.077	25582535	chr2	LG1	No
3083	68.154	25599266	chr2	LG1	No
3045	68.307	23756447	chr2	LG1	No
3077	68.307	25207239	chr2	LG1	No
3067	68.615	24806489	chr2	LG1	No
3070	68.691	24869709	chr2	LG1	No
3069	68.691	24862845	chr2	LG1	No
3079	68.845	25330602	chr2	LG1	No
3058	68.921	24447647	chr2	LG1	No
3060	68.921	24553141	chr2	LG1	No
3051	68.921	23907234	chr2	LG1	No
3055	68.921	24348520	chr2	LG1	No
3064	68.998	24615074	chr2	LG1	No
3062	68.998	24615062	chr2	LG1	No
3053	68.998	23963313	chr2	LG1	No
3063	68.998	24615063	chr2	LG1	No
3061	69.075	24609745	chr2	LG1	No
3050	70.08	23855519	chr2	LG1	No
2973	70.08	20863715	chr2	LG1	No
3046	70.08	23756477	chr2	LG1	No
3047	70.08	23756507	chr2	LG1	No
3041	70.387	23158458	chr2	LG1	No
3042	70.387	23209944	chr2	LG1	No
3033	70.694	22882767	chr2	LG1	No
3037	71.002	22904527	chr2	LG1	No
3039	71.002	23054295	chr2	LG1	No
3038	71.078	22972190	chr2	LG1	No
2982	71.155	21123903	chr2	LG1	No
2994	71.308	21579369	chr2	LG1	No
3016	71.308	22163179	chr2	LG1	No
2936	71.385	19851600	chr2	LG1	No
2966	71.462	20689821	chr2	LG1	No
3021	71.462	22399543	chr2	LG1	No
2958	71.462	20502816	chr2	LG1	No
3011	71.462	22089198	chr2	LG1	No
3028	71.538	22520890	chr2	LG1	No
2953	71.615	20432700	chr2	LG1	No
2991	71.691	21534967	chr2	LG1	No
2990	71.691	21491355	chr2	LG1	No
2963	71.768	20658112	chr2	LG1	No
2972	71.845	20858653	chr2	LG1	No
2985	71.845	21294719	chr2	LG1	No
2980	71.845	20951706	chr2	LG1	No
2952	71.845	20432697	chr2	LG1	No
2981	71.845	21030105	chr2	LG1	No
2911	72.152	18857951	chr2	LG1	No
2938	72.152	19945742	chr2	LG1	No
2950	72.152	20409686	chr2	LG1	No
2945	72.229	20177116	chr2	LG1	No
2940	72.229	19946082	chr2	LG1	No
2935	72.229	19845764	chr2	LG1	No
2912	72.229	18857952	chr2	LG1	No
2959	72.305	20586376	chr2	LG1	No
2971	72.305	20749393	chr2	LG1	No
2970	72.305	20745697	chr2	LG1	No
2951	72.305	20432452	chr2	LG1	No
2957	72.305	20502780	chr2	LG1	No
2955	72.382	20463484	chr2	LG1	No
2948	72.382	20293014	chr2	LG1	No
2941	72.382	19947267	chr2	LG1	No
2954	72.382	20463420	chr2	LG1	No
2977	72.382	20895256	chr2	LG1	No
2931	72.843	19622768	chr2	LG1	No
2924	72.843	19539033	chr2	LG1	No
2956	72.843	20463498	chr2	LG1	No
2927	72.997	19576979	chr2	LG1	No
2921	72.997	19462658	chr2	LG1	No
2926	72.997	19576973	chr2	LG1	No
2890	73.073	18447141	chr2	LG1	No
2933	73.073	19628390	chr2	LG1	No
2853	73.458	17345165	chr2	LG1	No
2898	73.458	18635378	chr2	LG1	No
2918	73.458	19297878	chr2	LG1	No
2913	73.534	18926766	chr2	LG1	No
2892	73.534	18467787	chr2	LG1	No
2910	73.534	18845806	chr2	LG1	No
2920	73.534	19315075	chr2	LG1	No
2902	73.534	18809088	chr2	LG1	No
2881	73.611	18243245	chr2	LG1	No
2909	73.688	18845784	chr2	LG1	No
2899	73.688	18635404	chr2	LG1	No
2884	74.072	18258944	chr2	LG1	No
2874	74.688	17982613	chr2	LG1	No
2934	74.918	19813302	chr2	LG1	No
2882	74.918	18247545	chr2	LG1	No
2839	75.072	16988319	chr2	LG1	No
2937	75.533	19866647	chr2	LG1	No
2872	75.533	17967900	chr2	LG1	No
2865	75.533	17673760	chr2	LG1	No
2917	75.533	19048923	chr2	LG1	No
2978	77.565	20895264	chr2	LG1	No
2846	77.565	17281699	chr2	LG1	No
2859	77.565	17402509	chr2	LG1	No
2858	77.565	17402498	chr2	LG1	No
2922	77.565	19462661	chr2	LG1	No
2974	78.181	20874437	chr2	LG1	No
2932	78.258	19625695	chr2	LG1	No
2837	78.334	16869016	chr2	LG1	No
2843	78.334	17170496	chr2	LG1	No
2841	78.411	17047703	chr2	LG1	No
2845	78.718	17212323	chr2	LG1	No
2815	79.103	15864273	chr2	LG1	No
2825	79.103	16354082	chr2	LG1	No
2695	79.256	14084698	chr2	LG1	No
2813	79.333	15813102	chr2	LG1	No
2814	79.333	15857830	chr2	LG1	No
2796	79.409	14975047	chr2	LG1	No
2794	79.409	14975033	chr2	LG1	No
2795	79.409	14975038	chr2	LG1	No
2710	79.486	14303506	chr2	LG1	No
2690	79.486	14080141	chr2	LG1	No
2743	79.486	14547139	chr2	LG1	No
2760	79.486	14737042	chr2	LG1	No
2722	79.486	14419601	chr2	LG1	No
2691	79.486	14080147	chr2	LG1	No
2822	79.486	16313639	chr2	LG1	No
2712	79.486	14346296	chr2	LG1	No
2780	79.486	14895685	chr2	LG1	No
2798	79.486	14989288	chr2	LG1	No
2782	79.486	14898879	chr2	LG1	No
2808	79.486	15662058	chr2	LG1	No
2817	79.486	15991968	chr2	LG1	No
2818	79.563	16108150	chr2	LG1	No
2809	79.639	15662160	chr2	LG1	No
2737	79.716	14506811	chr2	LG1	No
2709	79.716	14252467	chr2	LG1	No
2677	79.716	13922382	chr2	LG1	No
2759	79.716	14706653	chr2	LG1	No
2682	79.792	13997438	chr2	LG1	No
2684	79.792	13998652	chr2	LG1	No
2735	79.792	14503016	chr2	LG1	No
2681	79.792	13988021	chr2	LG1	No
2683	79.792	13997457	chr2	LG1	No
2702	79.792	14143602	chr2	LG1	No
2725	79.869	14473437	chr2	LG1	No
2726	79.869	14473443	chr2	LG1	No
2655	79.946	13330550	chr2	LG1	No
2673	79.946	13919585	chr2	LG1	No
2700	79.946	14138352	chr2	LG1	No
2787	79.946	14913463	chr2	LG1	No
2661	80.022	13598345	chr2	LG1	No
2679	80.099	13958675	chr2	LG1	No
2746	80.099	14579699	chr2	LG1	No
2689	80.099	14080108	chr2	LG1	No
2747	80.099	14579703	chr2	LG1	No
2774	80.176	14878395	chr2	LG1	No
2762	80.176	14802731	chr2	LG1	No
2764	80.252	14803707	chr2	LG1	No
2521	80.791	7204979	chr2	LG1	No
2532	81.485	7761031	chr2	LG1	No
2614	81.638	11145008	chr2	LG1	No
2848	82.8	17311763	chr2	LG1	No
2850	82.8	17313781	chr2	LG1	No
2864	82.8	17616344	chr2	LG1	No
2861	82.8	17599155	chr2	LG1	No
2860	82.8	17599105	chr2	LG1	No
2842	82.8	17057632	chr2	LG1	No
2862	82.8	17599156	chr2	LG1	No
2832	82.8	16637720	chr2	LG1	No
2656	82.8	13334043	chr2	LG1	No
2883	82.8	18258930	chr2	LG1	No
2857	82.8	17402446	chr2	LG1	No
2886	82.8	18331387	chr2	LG1	No
2871	82.8	17853976	chr2	LG1	No
2885	82.8	18279194	chr2	LG1	No
2893	82.877	18471081	chr2	LG1	No
3017	83.03	22218886	chr2	LG1	No
3036	83.03	22883556	chr2	LG1	No
3034	83.03	22882811	chr2	LG1	No
3009	83.03	22011022	chr2	LG1	No
3022	83.03	22426278	chr2	LG1	No
3018	83.107	22268066	chr2	LG1	No
3006	83.107	21976361	chr2	LG1	No
3025	83.107	22518015	chr2	LG1	No
2946	83.184	20265105	chr2	LG1	No
2670	83.414	13712694	chr2	LG1	No
2810	83.49	15749683	chr2	LG1	No
2742	83.49	14524705	chr2	LG1	No
2650	83.567	13319779	chr2	LG1	No
2778	83.567	14893206	chr2	LG1	No
2779	83.567	14893949	chr2	LG1	No
2653	83.567	13330512	chr2	LG1	No
2781	83.567	14898851	chr2	LG1	No
2754	83.567	14670008	chr2	LG1	No
2667	83.567	13678053	chr2	LG1	No
2761	83.644	14761365	chr2	LG1	No
2669	83.644	13692534	chr2	LG1	No
2772	83.644	14870887	chr2	LG1	No
2773	83.644	14870922	chr2	LG1	No
2775	83.644	14879890	chr2	LG1	No
2767	83.72	14854029	chr2	LG1	No
2765	83.797	14823490	chr2	LG1	No
2806	83.797	15450769	chr2	LG1	No
2728	83.797	14487961	chr2	LG1	No
2766	83.797	14823511	chr2	LG1	No
2705	84.027	14197962	chr2	LG1	No
2687	84.027	14031062	chr2	LG1	No
2785	84.104	14903737	chr2	LG1	No
2676	84.104	13922360	chr2	LG1	No
2672	84.104	13815644	chr2	LG1	No
2740	84.18	14512971	chr2	LG1	No
2753	84.18	14655412	chr2	LG1	No
2800	84.18	15124669	chr2	LG1	No
2792	84.18	14969778	chr2	LG1	No
2799	84.18	15124667	chr2	LG1	No
2786	84.18	14908935	chr2	LG1	No
2801	84.18	15124672	chr2	LG1	No
2646	84.257	13162841	chr2	LG1	No
2674	84.257	13919636	chr2	LG1	No
2749	84.257	14619463	chr2	LG1	No
2723	84.257	14419679	chr2	LG1	No
2649	84.257	13186140	chr2	LG1	No
2711	84.719	14345836	chr2	LG1	No
2724	84.795	14419680	chr2	LG1	No
2642	84.872	12784006	chr2	LG1	No
2635	84.948	12345864	chr2	LG1	No
2640	84.948	12729816	chr2	LG1	No
2617	85.256	11288331	chr2	LG1	No
2633	85.332	12304644	chr2	LG1	No
2626	85.409	11809978	chr2	LG1	No
2624	85.409	11741076	chr2	LG1	No
2620	85.409	11606431	chr2	LG1	No
2629	85.409	12034397	chr2	LG1	No
2627	85.871	11839786	chr2	LG1	No
2621	86.255	11606456	chr2	LG1	No
2582	86.408	9929400	chr2	LG1	No
2618	86.408	11363684	chr2	LG1	No
2584	86.485	9937434	chr2	LG1	No
2696	86.485	14084749	chr2	LG1	No
2606	86.792	10622558	chr2	LG1	No
2591	87.254	10126962	chr2	LG1	No
2592	87.254	10142064	chr2	LG1	No
2616	87.33	11162077	chr2	LG1	No
2619	87.33	11437019	chr2	LG1	No
2595	87.56	10243057	chr2	LG1	No
2607	87.637	10645356	chr2	LG1	No
2583	87.714	9929425	chr2	LG1	No
2568	88.253	9424151	chr2	LG1	No
2571	88.253	9492383	chr2	LG1	No
2558	88.947	8926771	chr2	LG1	No
2578	89.408	9603675	chr2	LG1	No
2589	89.561	9992718	chr2	LG1	No
2535	90.567	7791511	chr2	LG1	No
2515	90.644	7128863	chr2	LG1	No
2541	90.72	7893525	chr2	LG1	No
2534	91.104	7791509	chr2	LG1	No
2527	91.258	7483035	chr2	LG1	No
2551	91.411	8536563	chr2	LG1	No
2517	92.105	7175298	chr2	LG1	No
2513	92.105	6895434	chr2	LG1	No
2421	92.259	3613825	chr2	LG1	No
2526	92.643	7369259	chr2	LG1	No
2503	92.95	6532286	chr2	LG1	No
2494	93.412	6166882	chr2	LG1	No
2493	93.412	6152098	chr2	LG1	No
2483	93.95	5826362	chr2	LG1	No
2473	93.95	5347414	chr2	LG1	No
2542	94.567	8209513	chr2	LG1	No
2499	94.567	6347557	chr2	LG1	No
2467	94.567	4876207	chr2	LG1	No
2498	94.567	6347550	chr2	LG1	No
2468	95.886	4906389	chr2	LG1	No
2548	97.048	8305028	chr2	LG1	No
2458	97.124	4447779	chr2	LG1	No
2460	97.124	4467909	chr2	LG1	No
2424	97.355	3656678	chr2	LG1	No
2470	97.355	5140330	chr2	LG1	No
2417	97.431	3485619	chr2	LG1	No
2426	97.431	3667379	chr2	LG1	No
2433	97.431	3746701	chr2	LG1	No
2531	97.431	7739567	chr2	LG1	No
2425	98.125	3661664	chr2	LG1	No
2446	98.125	4022647	chr2	LG1	No
2487	98.125	5868858	chr2	LG1	No
2485	98.125	5864776	chr2	LG1	No
2416	98.202	3485618	chr2	LG1	No
2449	98.202	4146067	chr2	LG1	No
2450	98.278	4146073	chr2	LG1	No
2448	98.278	4141614	chr2	LG1	No
2477	98.278	5595074	chr2	LG1	No
2471	98.74	5294754	chr2	LG1	No
2461	98.817	4558385	chr2	LG1	No
2476	98.817	5480576	chr2	LG1	No
2454	99.047	4172753	chr2	LG1	No
2451	99.586	4147971	chr2	LG1	No
2373	99.739	146300	chr2	LG1	No
2384	99.739	2724033	chr2	LG1	No
2385	99.816	2758944	chr2	LG1	No
2383	99.816	2657001	chr2	LG1	No
2374	99.816	154567	chr2	LG1	No
2379	99.816	1484606	chr2	LG1	No
2386	100.123	2891032	chr2	LG1	No
2377	101.52	992050	chr2	LG1	Yes
2757	101.597	14677608	chr2	LG1	Yes
2878	101.981	18181914	chr2	LG1	Yes
2393	102.52	3139949	chr2	LG1	Yes
3066	102.52	24756247	chr2	LG1	Yes
2371	102.828	56307	chr2	LG1	Yes
3093	102.904	25903977	chr2	LG1	Yes
2388	103.058	2905936	chr2	LG1	Yes
2444	103.134	3987155	chr2	LG1	Yes
3121	103.134	27269774	chr2	LG1	Yes
3122	103.134	27274742	chr2	LG1	Yes
2398	103.288	3233355	chr2	LG1	Yes
2404	103.518	3366653	chr2	LG1	Yes
2497	103.518	6345687	chr2	LG1	Yes
3162	104.514	31106500	chr2	LG1	Yes
3155	104.514	30925169	chr2	LG1	Yes
3167	104.624	31384701	chr2	LG1	Yes
3154	104.624	30836051	chr2	LG1	Yes
3164	104.624	31138749	chr2	LG1	Yes
3189	105.509	34344262	chr2	LG1	Yes
3187	105.509	34344241	chr2	LG1	Yes
3188	105.509	34344256	chr2	LG1	Yes
3201	105.509	35180069	chr2	LG1	Yes
2942	106.283	20158793	chr2	LG1	Yes
2406	107.168	3366715	chr2	LG1	Yes
2397	108.276	3233354	chr2	LG1	Yes
2399	108.276	3233373	chr2	LG1	Yes
2445	108.276	3998792	chr2	LG1	Yes
2405	108.276	3366690	chr2	LG1	Yes
3355	109.979	43537008	chr2	LG1	Yes
3265	112.116	41240511	chr2	LG1	Yes
5434	0	3389300	chr6	LG2	Yes
5409	14.071	724892	chr6	LG2	Yes
6152	17.764	32280933	chr6	LG2	No
6180	18.247	32497739	chr6	LG2	No
6181	18.343	32497743	chr6	LG2	No
6185	18.343	32573440	chr6	LG2	No
6207	18.44	32768416	chr6	LG2	No
6138	19.706	32166225	chr6	LG2	No
6143	20.016	32198087	chr6	LG2	No
6194	20.894	32614589	chr6	LG2	No
6123	20.894	32065903	chr6	LG2	No
6159	21.278	32343424	chr6	LG2	No
6167	21.355	32416594	chr6	LG2	No
6202	21.355	32697550	chr6	LG2	No
6095	21.51	31748050	chr6	LG2	No
6115	21.587	31973881	chr6	LG2	No
6114	21.587	31973860	chr6	LG2	No
6196	21.817	32646757	chr6	LG2	No
6197	22.368	32652898	chr6	LG2	No
6176	22.555	32467876	chr6	LG2	No
6182	26.499	32497772	chr6	LG2	No
6184	26.983	32515008	chr6	LG2	No
6208	26.983	32768444	chr6	LG2	No
6183	26.983	32514993	chr6	LG2	No
6203	27.445	32709242	chr6	LG2	No
6204	27.598	32709312	chr6	LG2	No
6131	27.598	32097356	chr6	LG2	No
6089	29.789	31642691	chr6	LG2	No
6177	29.789	32479409	chr6	LG2	No
6090	29.866	31646067	chr6	LG2	No
6092	29.866	31652950	chr6	LG2	No
6198	29.866	32654277	chr6	LG2	No
6188	29.942	32588961	chr6	LG2	No
6102	29.942	31750831	chr6	LG2	No
6206	29.942	32733564	chr6	LG2	No
6192	30.019	32612837	chr6	LG2	No
6179	30.019	32495703	chr6	LG2	No
6199	30.096	32671188	chr6	LG2	No
6178	30.172	32481276	chr6	LG2	No
6189	30.172	32603069	chr6	LG2	No
6168	30.249	32425022	chr6	LG2	No
6172	30.249	32444030	chr6	LG2	No
6174	30.249	32465132	chr6	LG2	No
6175	30.249	32466098	chr6	LG2	No
6161	30.326	32355445	chr6	LG2	No
6162	30.326	32379279	chr6	LG2	No
6165	30.326	32410229	chr6	LG2	No
6169	30.326	32427558	chr6	LG2	No
6171	30.402	32436659	chr6	LG2	No
6166	30.402	32410747	chr6	LG2	No
6146	30.479	32240507	chr6	LG2	No
6145	30.479	32240504	chr6	LG2	No
6155	30.555	32286653	chr6	LG2	No
6157	30.555	32286665	chr6	LG2	No
6158	30.555	32312771	chr6	LG2	No
6154	30.555	32284341	chr6	LG2	No
6141	30.555	32187001	chr6	LG2	No
6136	30.555	32140760	chr6	LG2	No
6150	30.632	32261608	chr6	LG2	No
6142	30.709	32192886	chr6	LG2	No
6125	30.785	32079564	chr6	LG2	No
6140	30.785	32178464	chr6	LG2	No
6118	30.785	32052541	chr6	LG2	No
6112	30.785	31971206	chr6	LG2	No
6111	30.785	31934877	chr6	LG2	No
6134	30.785	32117336	chr6	LG2	No
6120	30.785	32060175	chr6	LG2	No
6139	30.785	32174774	chr6	LG2	No
6117	30.862	32032263	chr6	LG2	No
6113	30.862	31971213	chr6	LG2	No
6109	30.939	31903211	chr6	LG2	No
6110	31.092	31926443	chr6	LG2	No
6121	31.092	32063538	chr6	LG2	No
6122	31.092	32063541	chr6	LG2	No
6108	31.786	31892786	chr6	LG2	No
6093	32.247	31652952	chr6	LG2	No
6105	32.247	31823859	chr6	LG2	No
6103	32.478	31802428	chr6	LG2	No
6088	33.405	31623475	chr6	LG2	No
6063	33.867	31411030	chr6	LG2	No
6078	34.638	31502922	chr6	LG2	No
6097	35.177	31748067	chr6	LG2	No
6096	35.177	31748065	chr6	LG2	No
6084	35.33	31558230	chr6	LG2	No
6066	35.561	31434812	chr6	LG2	No
6070	35.637	31437718	chr6	LG2	No
6065	35.637	31434806	chr6	LG2	No
6067	35.714	31436308	chr6	LG2	No
6069	35.714	31436406	chr6	LG2	No
6056	35.714	31342041	chr6	LG2	No
6064	35.714	31413403	chr6	LG2	No
6049	36.098	31286821	chr6	LG2	No
6050	36.329	31286843	chr6	LG2	No
6047	36.329	31278523	chr6	LG2	No
6046	36.713	31239855	chr6	LG2	No
6057	36.789	31352549	chr6	LG2	No
6043	37.795	31207473	chr6	LG2	No
6044	37.795	31207924	chr6	LG2	No
6037	37.948	31102834	chr6	LG2	No
6042	38.025	31184252	chr6	LG2	No
6041	38.025	31174778	chr6	LG2	No
6038	38.178	31102853	chr6	LG2	No
6039	38.255	31107988	chr6	LG2	No
6035	38.255	31061905	chr6	LG2	No
6040	38.255	31107990	chr6	LG2	No
6036	39.417	31069886	chr6	LG2	No
6033	39.57	30964159	chr6	LG2	No
6017	40.342	30713564	chr6	LG2	No
6007	40.649	30619407	chr6	LG2	No
6022	40.726	30761932	chr6	LG2	No
6034	40.726	31001561	chr6	LG2	No
6020	40.726	30734514	chr6	LG2	No
6013	40.726	30713546	chr6	LG2	No
6003	40.879	30555961	chr6	LG2	No
6002	40.879	30555953	chr6	LG2	No
6011	40.956	30683464	chr6	LG2	No
6009	41.032	30631352	chr6	LG2	No
6008	41.032	30631345	chr6	LG2	No
6005	41.417	30581999	chr6	LG2	No
6054	42.033	31316801	chr6	LG2	No
5999	42.186	30382760	chr6	LG2	No
5996	42.186	30348612	chr6	LG2	No
5995	42.186	30348582	chr6	LG2	No
5998	42.803	30356498	chr6	LG2	No
5992	42.956	30259393	chr6	LG2	No
5991	42.956	30259388	chr6	LG2	No
5981	43.572	30185593	chr6	LG2	No
5982	43.726	30192161	chr6	LG2	No
5980	44.42	30185147	chr6	LG2	No
