position	pos_0	pos_1	pos_2	pos_3	pos_4	pos_5	pos_6	pos_7	pos_8	pos_9	pos_10	pos_11	pos_12	pos_13	pos_14	pos_15	pos_16	pos_17	pos_18	pos_19	pos_20	pos_21	pos_22	pos_23	pos_24	pos_25	pos_26	pos_27	pos_28	pos_29	pos_30	pos_31	pos_32	pos_33	pos_34	pos_35	pos_36	pos_37	pos_38	pos_39	pos_40	pos_41	pos_42	pos_43	pos_44	pos_45	pos_46	pos_47	pos_48	pos_49	pos_50	pos_51	pos_52	pos_53	pos_54	pos_55	pos_56	pos_57	pos_58	pos_59	pos_60	pos_61	pos_62	pos_63	pos_64	pos_65	pos_66	pos_67	pos_68	pos_69	pos_70	pos_71	pos_72	pos_73	pos_74	pos_75	pos_76	pos_77	pos_78	pos_79	pos_80	pos_81	pos_82	pos_83	pos_84	pos_85	pos_86	pos_87	pos_88	pos_89	pos_90	pos_91	pos_92	pos_93	pos_94	pos_95	pos_96	pos_97	pos_98	pos_99	pos_100	pos_101	pos_102	pos_103	pos_104	pos_105	pos_106	pos_107	pos_108	pos_109	pos_110	pos_111
pos_43	-98.00048159479852	-95.37798850177535	-94.9578106745113	-81.29025024804149	-81.00812242222007	-30.565522962748076	-33.44871994137182	-51.093635131294214	-43.51314313390822	-27.16701038045543	-17.07925835748253	5.401465997935034	8.696019715158936	21.027482852789728	22.845419614814002	23.59465120240055	23.68464796988308	23.999716712904814	25.079275737516035	28.571667122295075	35.64803499564142	36.531170850564365	33.483478428870264	37.20241037509459	37.096179369483814	38.94889099891255	37.841995400188104	29.103097596285707	32.12229482615825	32.66681404174978	24.1728824140139	25.10360118913272	24.821060619515002	22.854842965397552	19.487264596391135	19.660407285808176	19.41384048231034	19.404578943164445	15.10065200619358	-2.9905894284558094	-3.737921117852988	-3.7434488175158656	-9.741397977569992	-22.07189745953405	-21.405345449640116	-29.94681588764545	-30.769191657156362	-28.726754856991715	-27.517671343983256	-44.23927813434064	-44.74814653872835	-30.901507213574828	-44.803537757343705	-45.276966902913536	-45.00618185603031	-44.80198755662653	-53.418053693019004	-47.16924894522423	-47.16839272435629	-49.470951276786955	-79.60419383928604	-82.47489970886187	-92.37059706518161	-93.54432940279592	-82.74776721806357	-88.0924871393593	-128.0108875798052	-126.62868420001654	-134.79395428719965	-103.64562219693748	-100.46607674432227	-117.1429605671378	-116.70965139260447	-115.06864242808653	-114.252099463765	-114.53683240391845	-118.69387251718238	-119.06385489532546	-120.63779559371446	-120.33125076633725	-122.2868247930904	-121.69558171005808	-117.01133423570445	-122.40015976255295	-123.64629385467232	-129.00244497032884	-128.77596686836935	-121.43040590229948	-121.41129554495082	-122.14904844200485	-129.68768786815593	-132.99781518204097	-135.85500120650676	-138.2163893859826	-138.06028474256624	-122.50998358300735	-124.46001070514198	-106.44677841998563	-99.94321639294857	-105.38867010023704	-105.41322059193642	-102.92599133638808	-105.83571467375104	-110.44739171011092	-109.70200428018052	-108.48705968621434	-105.3907977605895	-105.5550365611602	-106.67680025012443	-105.17391371983011	-99.95558601673996	-99.61316086402917
pos_44	-79.60021327569173	-75.5213561774674	-75.10117835020333	-25.524739954027098	-25.24261212820568	34.927927372463024	32.04473039383928	14.399815203916896	24.68654664763998	41.03267940109277	52.536458450870725	69.42877970186832	71.53997242656351	82.33201734858463	83.75083451789999	84.50006610548652	84.59006287296907	82.5313115172178	80.96602318985866	92.49121888617522	100.78449689889014	101.66763275381307	115.41434261086864	119.13327455709295	119.02704355148218	126.27769527124913	125.1707996725247	106.23293389372384	87.25054670037034	87.79506591596186	76.41969094604065	77.34957909220796	77.06703852259022	75.10082086847277	74.43203652005089	74.60517920946795	77.0575824511392	77.04832091199332	72.1423339820401	54.05109254739071	53.00273086150237	52.997203161839494	44.60131395310742	8.230042081052506	-7.429286036058464	-15.971769340232289	-20.8339476372695	-30.759450610716186	-29.550367097707728	-51.04294236494687	-51.55181076933458	-52.538992278226274	-74.2369046177133	-77.40930380845222	-82.46971353929152	-82.56654902929115	-98.08055620874684	-104.61763155743574	-104.91780533305896	-107.22036388548963	-137.9556662338833	-133.12448816071807	-156.51503574288333	-157.68876808049765	-225.28151150551943	-234.71698975817574	-272.40909141174376	-271.0268880319551	-280.4228633181439	-249.27453122788177	-246.09498577526654	-315.2530429575999	-314.8197337830666	-317.94405522798604	-317.1275122636645	-317.412245203818	-318.49879166165	-315.97213546917976	-317.54607616756874	-317.23953134019155	-319.1951053669447	-320.38679914835944	-315.7025516740058	-305.24514020969593	-306.35187028598057	-311.7080214016371	-311.4815432996776	-304.1359823336078	-304.11687197625906	-302.4566848246352	-304.1780134570017	-309.1400817961853	-314.69706849477177	-256.3727338092293	-256.2166291658129	-240.57402423458782	-242.8918086491953	-223.08554169398124	-216.5819796669442	-222.02743337423266	-222.05198386593204	-219.5647546103837	-222.47447794774664	-227.08615498410657	-226.64179755066735	-225.42685295670117	-226.18222884316128	-226.34646764373196	-227.4682313326962	-225.9653448024019	-219.26790084228483	-218.92547568957403
pos_45	-123.53376732135708	-124.08893188666801	-145.7859550538229	-161.88343855934102	-170.8321450463425	-168.8768458576711	-137.7392918613068	-36.850716210711425	-38.154871596902446	-21.208738752282493	-13.415342367274118	8.463325412108931	8.97581906051808	18.053308786309355	19.58433551921101	19.712537047878058	19.80253381536059	20.117602558382323	18.49819153782444	20.308537344497644	21.711085109485047	22.594220964407988	31.8393184773222	35.85928042003768	36.054079410918085	37.9067910403468	34.58989539229473	27.28099749849389	22.203284592859116	14.527803822695923	15.176902461632594	16.269224314797338	15.986683745179617	16.55943620856098	13.351857767224859	13.525000456641907	10.57946360797496	10.2691720723379	5.664215138875877	-23.22290647644994	-23.669208169355954	-43.310616143461885	-43.60959521668664	-44.29632780556116	-43.62977579566723	-42.663390745801465	-43.48576651531237	-64.09818009718822	-75.19011991341635	-73.97585925096091	-77.50472769443917	-67.54396891037419	-64.6501208468481	-65.40458007560821	-67.53194402893922	-68.27877970398981	-73.89484662707301	-80.88985578279629	-80.88899956192833	-81.39567805866339	-125.60171091597135	-132.9424169263143	-142.83811428263408	-139.8739062968313	-129.07734411209896	-130.79619035751034	-138.77943636092797	-144.1172330496078	-152.2825031367909	-121.13417104652873	-128.75050577458993	-104.44799591553459	-105.0336567172813	-102.02439478188228	-105.58682068909245	-105.87155362924591	-110.02859374250984	-113.09754616582201	-130.8653071352256	-135.0639123319645	-134.32051631354855	-133.41927322828224	-126.04399685080543	-131.4328223776539	-126.79998633488502	-120.8523172598584	-120.62583915789891	-147.38688619338856	-147.3677758360399	-148.40655872958507	-139.7202818993276	-139.79143923095455	-139.1094561127103	-144.47083315110808	-144.3147285076917	-146.24587415340255	-145.4332115797452	-146.03986751454758	-139.53630548751053	-137.13248812007959	-131.1307600123701	-134.1901594350246	-118.05667942278748	-117.87550015352308	-120.10182310357072	-125.97769124315886	-121.66263794130364	-125.98068169515288	-117.38707430638756	-120.60550737990935	-122.57043638044419	-125.82492119720642
pos_46	-123.56478962372995	-124.11995418904088	-144.6180088850149	-160.71549239053306	-168.83622810434102	-166.8109634921386	-138.36731407111833	-37.168738521832815	-38.47289390802383	-22.12676115457103	-14.333364769562657	7.545303009820392	8.057796658229542	16.834256387529653	18.365283120431315	18.49348464909836	18.583481416580888	18.898550159602628	17.279139139044744	19.089484945717942	20.492032917793097	21.375168772716037	31.521296373288557	35.54125831600405	35.73605730688443	37.58876893631317	34.27187328826109	26.96297539446025	21.88526248882548	14.209781718662278	14.858880357598949	15.951202210763697	15.668661641145976	16.241414104527344	13.033835663191221	13.206978352608266	10.261441503941315	9.951149968304263	5.346193034842235	-23.540928580483573	-23.98723027338959	-43.62863824749552	-43.92761732072027	-44.61434990959479	-43.94779789970086	-42.981412849835095	-43.80378861934601	-64.41620220122185	-75.50814885134562	-74.29388818889018	-77.82275663236844	-67.86199805539121	-64.96814999186512	-65.72260922062523	-65.45203312527829	-66.1988688003289	-71.81493572341209	-76.41200483045743	-76.41114860958947	-76.91782710632452	-123.52180001231042	-130.8625060226534	-140.75820337897312	-137.7939953931704	-126.99743320843804	-128.71627945384938	-136.69952545726704	-142.03732214594686	-150.20259223312996	-119.0542601428678	-126.67059487092902	-102.36808501187366	-102.95374581362039	-99.94448387822136	-103.506911027958	-103.79164396811144	-107.94868408137538	-111.01763650468756	-128.78539747409116	-132.98390492541364	-132.24050890699772	-131.33926582173143	-123.96398820172813	-129.35281372857662	-124.71997768580773	-118.77230861078108	-118.54583050882162	-147.71894284109524	-147.6998324837466	-148.7386153772918	-140.28586312827898	-140.35702045990593	-139.67503734166166	-145.03641438005945	-144.88030973664308	-146.81145538235393	-145.99879280869658	-146.60544874349895	-140.1018867164619	-137.45043028824304	-133.72853221800594	-136.7879316406605	-118.37461061530038	-118.19343134603596	-120.41975429608361	-125.50578542139566	-121.19073211954046	-125.5087758733897	-116.91516848462437	-120.13360155814617	-122.09853055868099	-125.35301537544322
pos_47	-101.23387329763769	-97.12487255879394	-118.82188537156152	-49.175220602418136	-58.12392874612158	1.9066799074850849	33.42422811481118	134.31280376540656	144.5995345878664	161.30566743743705	172.80944648721498	186.51847777489343	189.0826695868239	194.23501438469935	194.47383159561292	194.60203312427998	194.6920298917625	192.63327853601123	188.36903610923946	213.7293291663563	222.92569716854467	223.80883302346763	250.08933449361098	253.80826643983534	254.3040954272069	261.5547471469738	258.2378514989217	238.0310155850534	210.9515908972284	203.2761101270652	191.90073557131944	171.89783333984002	167.11632276218336	165.1501051080659	159.35144830208702	159.52459099150406	159.2780241880062	158.96773265236914	154.06174572241596	119.45947642904233	118.41111474315397	98.76970676904804	90.37381756031597	53.94253756130465	38.3932094850679	29.850726180894075	24.98782142004188	-7.592532142533045	-18.6844738225509	-40.478206445245355	-44.007074888723615	-198.98505648214132	-220.68296882162832	-224.13639809555752	-231.89580997016665	-249.27706277718454	-263.89827989041805	-320.0861396526468	-320.38631342827	-320.89299109665404	-308.6469965415777	-303.8156909023606	-327.2062384845259	-324.2420304987231	-391.83480974992506	-393.7954443483932	-431.4578278748892	-436.79562456356894	-446.192203510539	-538.9503646117167	-546.5666993397779	-612.0444367855118	-612.6300975872587	-615.7544030864216	-619.3168300290705	-619.601562969224	-620.59799053466	-620.7702722887582	-637.2980332492257	-641.1956084494734	-639.1298966995602	-640.3215904809748	-653.9897197279422	-631.7283258645283	-626.9560858059247	-621.008416730898	-620.7819386289385	-647.9229891943386	-647.90387883699	-646.243691685366	-631.7401040613239	-636.7021724005076	-642.2591588920062	-583.9348244653235	-583.7787198219071	-568.136114890682	-570.4538993052895	-550.6476323500755	-568.2331569315542	-492.0701960560252	-484.52606665960263	-487.5854660822571	-471.0719835755483	-475.6836606119082	-475.23930317846896	-480.78585165988375	-481.03170196900555	-463.5888868783701	-454.99527948960485	-458.2137125631266	-437.30548673434146	-440.5599715511037
pos_48	-107.15500600923632	-107.71017057454725	-107.28999274728316	-122.04644620873388	-123.63508716622616	-121.53985713049272	-95.24817555957762	-47.60405540809004	-48.90821079428106	-38.561048069697335	-30.767651684688964	-8.888983905305913	-8.376490256896764	-1.957240661822274	-0.7972438290526167	-0.04801224146607286	0.04198452601645286	0.35705326903818957	1.43661229364941	-2.150981990015598	-1.6515242145016824	-0.76838835957874	-1.4181407843668268	2.6018211583486526	2.7966201492290423	4.649331778657782	5.7524362292609625	-0.28749152947232925	2.7317057004002123	3.2762249159917403	3.925323554928413	5.619705401075486	5.337164831457764	5.909917294839131	2.702338853503008	2.875481542920051	2.6289147394222088	2.6196532002763178	-1.9853037331857148	-28.173437286708467	-28.619738979614482	-41.65901646758372	-41.95799554080847	-42.64472812968299	-41.97817611978906	-41.01179106992329	-41.834166839434204	-48.34966999539445	-57.93646355674622	-56.42117289779961	-59.6490113447867	-47.270312805830656	-44.376464742304556	-47.548863933043485	-49.676222709180834	-49.47202840977705	-55.08816574269408	-56.147294772805324	-56.14643855193736	-58.1479673149646	-96.00120602515173	-103.34191203549472	-113.23760939181444	-109.96237155641396	-99.1658093716816	-100.32568551052292	-108.30893151394056	-110.98864784010004	-119.15391792728315	-88.00558583702099	-95.32074995601113	-70.41618010397346	-73.70081095088928	-70.69154901549025	-76.95294310407981	-79.93664608940236	-84.09368620266629	-84.46366858080937	-95.08499677550833	-97.47742199330023	-99.43299602005338	-98.53175293478706	-94.02561148396221	-99.4144370108107	-99.65160118684436	-105.00775230250086	-112.87811371912709	-108.23152279822632	-105.92241232417102	-106.9611952177162	-114.4993904406509	-114.5705477722778	-113.88856465403354	-119.24994169243139	-119.09383704901501	-121.02498269472584	-120.2123201210685	-120.81897605587088	-114.31541402883381	-108.9673021751893	-111.09962949326113	-109.87256324155018	-110.19109954497536	-110.00992027571095	-112.2362432257586	-113.90267190066153	-109.99675171241307	-117.91229408265501	-120.57302777168744	-123.59421100912394	-116.98698720731097	-98.96160403278259
pos_49	-79.61806800543295	-72.10203565071743	-88.49440233487326	-37.93907108452014	-44.02874195186651	3.888538697681291	23.460197420475772	105.26212662102103	112.71282140313582	128.4568941636063	137.63275036017393	151.21936170057916	158.39263334381445	164.6939498841628	164.95394668372563	164.00111807667543	164.09111484415797	162.03236348840673	160.1250124360467	181.2412324407676	190.1365170178262	191.01965287274913	211.36312146333916	212.47403816647937	213.86685053985343	218.41853200736355	226.0105930764252	212.7716953135763	186.34199393448512	183.8165131012317	172.97237742836836	156.2002155120982	151.44973548010756	149.4835178259901	144.60823779108654	144.78138048050357	144.1868735428974	144.17452287583586	140.17162593535613	111.44935460512896	110.40099291924061	91.66267824801211	85.30781905165064	56.55656581562435	46.80313182905314	42.93271396487478	38.67158175921266	13.077161755115103	4.985249109042037	-10.808402873198457	-14.337258270148677	-144.2874023673275	-163.2861166580364	-167.04017604201817	-169.76958818432996	-179.01739234560694	-192.73547142500976	-239.20541986766557	-239.2745636539823	-239.78124152945412	-234.7977839601466	-230.26792622049322	-249.7605339402382	-247.57529251871836	-305.3221180966407	-308.90172265901214	-345.97307641071535	-348.0954874086995	-354.4781133629084	-436.29685275794225	-443.9495690237251	-512.0727725996162	-512.6584334013629	-509.4192771458596	-510.8133170793285	-512.285495714268	-513.5593789248445	-513.75490046386	-524.9926612659607	-528.2874357203566	-527.8250169777555	-526.9748039372806	-542.2950704769584	-547.1909916643551	-542.3874502123676	-536.1387511408498	-535.9122730388904	-559.0343521367358	-557.7486212618923	-558.1853441624551	-540.1313536163254	-545.3204510095518	-550.346407776792	-506.41730101363675	-506.2611963702204	-490.61869839981637	-492.12941796342255	-471.97534806973226	-490.60756453223007	-432.79774798758365	-431.0698449181888	-433.8282135160012	-423.4664629384573	-428.07813997481725	-427.33275254488683	-430.5098885054688	-420.6440695334974	-404.5848630219233	-400.1224745613565	-401.8276901350792	-386.0442416804782	-389.08704679263644
pos_50	-100.65057215698101	-101.20573672229195	-100.78555889502789	-90.97412258266652	-92.56276354015878	-90.46753350442535	-71.20069241300686	-22.50952600159389	-23.813681387784907	-18.133013805217367	-10.339617420208988	13.478802853613171	13.120975663391217	24.280225419549286	26.09816218157357	26.84739376916012	26.937390536642646	27.57760922606048	28.65716825067169	26.569573987836826	27.984911906228135	28.868047761151075	26.251385290123245	29.970317236347565	29.864086230736795	34.416145840472126	38.707190332085894	39.865854435242994	40.186081619946435	40.73060083553796	41.37969947447462	43.07408132062169	42.79154075100397	43.364293214385334	40.15671477304922	40.329857462466265	42.7822356465202	42.772974107374296	38.168017173912276	12.788835869113118	12.342534176207106	0.012156355993944601	-0.2868227172308089	-3.6725253512744302	-8.40391322463097	-7.437528174765202	-8.259903944276115	-12.076437262155	-16.395293845431787	-14.880003186485173	-18.10784163347227	-5.7291430945162345	-2.8352950309901344	-6.00769422172906	-5.436088129890962	-5.231893830487184	-10.847960753570375	-14.305029832359558	-14.304173611491597	-13.907762118753158	-52.46997753333808	-59.81068354368105	-77.05312921190506	-74.26789137502558	-84.65847944151224	-90.58629560602941	-98.56954160944706	-104.43733796793381	-113.26260809327447	-82.11427600301231	-89.4295801133191	-102.75638231775065	-106.04101316466648	-103.03175122926746	-109.29237681522946	-112.27607980055203	-116.95909545453148	-117.45907783862157	-128.72988518560112	-131.12231040339302	-133.07788443014618	-132.17664134487987	-127.67126839668254	-136.3437466076042	-136.58091078363782	-141.93706189929432	-149.80749393284214	-145.1609030119414	-143.5417926530827	-144.58057554662787	-154.6045304671582	-154.67568779878516	-153.9937046805409	-178.41696515985882	-178.26086051644245	-180.1920061621533	-179.37934358849594	-179.98599952329832	-173.48243749626127	-168.13352959731895	-170.2658569153908	-169.03879066367983	-169.35732696710502	-169.1761476978406	-171.40247064788826	-173.06890574251133	-193.89983476472796	-203.80589585735422	-204.2761518142444	-199.45986506634475	-192.6572494197088	-174.631316634301
pos_51	-120.88304244818121	-121.43820701349215	-142.53300389620426	-133.0114842423001	-137.71015986598056	-135.68433735938885	-99.24431082740085	-7.761702975642784	-9.065858361833802	4.691304387324104	11.285207437257908	24.052199024938	25.541331636262253	28.919852517750645	30.450879250652296	33.27805082448845	33.36804759197098	31.30929623621971	32.10091522902877	38.20109514758132	37.82055321736476	38.7036890722877	58.145037879496925	59.4660297770433	59.66082876792368	66.911487528674	74.44957656087256	103.97693189689326	106.9961291267658	101.00373848530214	101.65283712423883	102.74549052488587	102.46294995526813	103.03570241864949	99.82812397731335	99.70023667023925	94.16675987172887	90.85646829443154	86.2515113609695	57.84438973574231	57.39808804283629	38.05771006522153	37.75873099199677	13.792711058099517	1.8826348368074477	2.849019886673215	-1.713341533892251	-34.29299451862052	-45.384885669228204	-44.17062500677277	-47.699493450251026	-52.98461409066194	-50.09076602713584	-53.66412437103651	-60.57148613763152	-61.619210575330136	-74.4342477096167	-96.19354917922752	-96.19269295835956	-96.6993710409191	-143.42539463084012	-147.76123238077633	-168.4228097889615	-166.2375706454069	-233.0503061654121	-236.38812237472683	-244.3713683781445	-252.70914419262215	-263.4405625025636	-232.29223041230142	-241.28643857959855	-264.19470443360933	-264.78036523535604	-261.771103299957	-265.3335134684984	-265.6182464086518	-265.04778699262346	-265.24224887981836	-280.0410398355084	-283.75724965818404	-283.01385798861077	-282.1126149033445	-276.7273373026923	-290.67939243768376	-286.0753856758972	-279.2295111900755	-279.9012384989111	-302.57092975489127	-302.372105130574	-303.41088802411923	-283.97665997033914	-283.0337867567314	-282.3518036384871	-235.17671859072524	-235.02061394730887	-236.95175959301972	-236.13909701936237	-236.74575295416474	-230.2421909271277	-229.57323871841305	-222.78458412410464	-228.8029535002785	-217.9603368399079	-217.7791575706435	-220.00548052069115	-225.68843917627444	-208.96633996099897	-211.1822587790272	-202.58868307468708	-205.80678522198988	-207.77170987368197	-200.53682485616088
pos_52	-133.5379168220162	-134.09308138732712	-156.98907613197912	-172.22562660413772	-172.790571946517	-170.87856051659972	-126.30087022310512	-34.5448580873366	-35.84901347352762	-22.201850765243922	-14.408454380235547	7.470213399147502	7.982707047556651	5.873286882782509	5.465343796440244	4.321485026685372	4.411481794167898	4.726550537189635	3.107139516631749	4.917485323304945	6.01900329888894	6.902139153811881	14.349296502127553	15.670288399673929	15.86508739055432	17.71779901998306	22.611234430798167	24.668216807572186	33.08502320156393	33.62954241715546	34.27864105609213	35.973022902239194	35.69048233262148	36.26323479600285	33.055656354666716	33.22879904408376	30.28326219541681	29.972970659779754	25.368013726317727	-3.519107889008083	-3.965409581914095	-23.60681755602003	-23.905796629244783	-24.592529218119303	-23.92597720822537	-22.959592158359605	-23.781967927870515	-44.39438150974637	-55.48632815987014	-54.27206749741468	-57.80093594089294	-47.84017736391572	-44.94632930038962	-45.70078583700902	-47.828149790340035	-48.57498546539065	-54.191052388473835	-61.18606154419713	-61.185205323329164	-61.69188382006421	-108.29585672605012	-115.63656273639309	-125.53226009271283	-123.64805218817585	-112.8514900034435	-118.8882762579273	-126.87152226134495	-137.60725904036298	-145.77252912754608	-114.62419703728392	-122.84259175832747	-98.5400818992721	-101.82471274618791	-98.81545081078889	-102.37787796052554	-102.662610900679	-106.81965101394293	-109.8886034372551	-127.65636440665872	-131.85496960339756	-131.11157358498164	-130.21033049971533	-122.83505287971205	-128.22387840656054	-123.59104236379163	-117.64337328876503	-117.41689518680552	-148.52867478312533	-148.8208943455192	-150.42887219957768	-140.37582226041914	-140.4469795920461	-139.76499647380183	-145.12637351219962	-144.97026886878325	-146.9014145144941	-146.08875194083674	-146.69540787563912	-140.19184584860207	-137.5403894203832	-136.88856294780751	-139.64693237397088	-120.63637551645682	-120.45519624719242	-122.68151919724006	-126.67668346710069	-122.36163016524546	-129.15761382806392	-120.5640064392986	-123.26037938012935	-125.22530838066417	-124.51804424755373
pos_53	-96.93278689504922	-90.86917745579849	-90.44899962853442	-46.52472754054274	-46.242599714721315	-5.318047602161272	-8.201244580785017	-25.84615977070741	-22.814274953968308	-7.4347732856738755	-1.9566061033617608	5.893336845055805	6.678084508587042	17.710133567412402	19.52807032943668	20.277301917023227	20.367298684505755	18.308547328754493	16.743434197628943	27.768929439427566	36.06220745214246	36.94534330706541	47.69305708385609	51.411989030080406	51.30575802446963	58.21678791073261	64.81103726212557	89.40913447952124	92.42833170939377	92.9728509249853	89.39885998807927	90.28458054378667	90.00203997416894	87.48685232544769	84.11945018811362	83.99156288103948	81.08705612051354	78.07787033382259	74.29497337154746	56.203731936898066	56.22537027208119	56.219842572418315	50.823953405346515	25.84861528554571	16.68032129116686	9.26028484367409	7.489968848887667	0.3044655945755679	1.5135491075840228	-18.24908698422361	-18.757955388611325	-18.12707848208817	-37.427012461664134	-40.59941165240306	-45.10883564828534	-45.20561108283847	-61.02064825878531	-64.94827521363999	-65.24844898926321	-67.55100754169386	-97.68425010419296	-98.20392590739223	-128.40932362885212	-129.58305596646645	-190.67951973613543	-196.15789258768388	-233.8090280914527	-232.426824711664	-243.0092684455627	-211.86093635530054	-208.68139090268537	-254.27214703672806	-253.8388378621947	-256.2858643875734	-255.46932142325187	-255.75405436340532	-256.5001702065391	-254.01822425855423	-255.59216495694324	-255.28562012956604	-257.2411941563192	-260.3817555158253	-255.69757203158537	-260.38083998598313	-261.48757006226776	-266.8437211779243	-266.6172430759648	-259.27168210989487	-259.25257175254626	-257.5923846009223	-256.8597459054069	-261.0347299182998	-264.19346800746587	-217.6844778232169	-217.52837317980052	-207.03975056050973	-211.08480182555203	-192.11011735737557	-185.60655533033852	-191.052009037627	-191.07655952932637	-188.58933027377802	-191.499053611141	-197.00867046826093	-195.9905425773275	-194.7473084478732	-189.38470493806133	-189.84997373512317	-190.97173742408742	-189.4688508937931	-183.5214079277579	-183.1789827750471
pos_54	-83.19271966363405	-78.0029044839041	-77.58272665664005	-42.515400782147	-42.23327295632558	2.316122812451672	-0.5670741661720733	-18.211989356094463	-12.288413977750162	2.124456605385914	8.278386361457999	21.148219251358892	25.037942971034816	37.917180922226024	39.73511768425031	40.484349271836855	40.57434603931939	38.190444737172015	38.68103373348992	47.34764313878956	55.02607100511823	55.909206860041174	61.25945457034554	64.97838651656987	64.87215551095908	70.78317565021125	75.0287078464972	102.55165021840875	105.57084744828128	106.1153666638728	109.25652528269111	110.9509071288382	110.66836655922046	108.52191443371497	107.16390996609395	107.33705265551097	104.96041835945914	102.14218673426993	97.53722980080789	79.4459883661585	78.39762668027018	78.3920989806073	71.39723986647691	40.0628736888921	26.944656510632083	18.703245863025213	14.141171880251978	7.30154875468919	8.510632267697648	-10.900018748591677	-11.408887152979382	-9.628372458018383	-26.229373461131864	-29.401772651870793	-32.06325514674424	-31.85906084734046	-44.67408721306421	-50.40219255525526	-50.70228121781462	-53.00483977024529	-83.59910749388766	-82.9457777790976	-102.06632523362747	-103.24005757124178	-161.42685535581518	-173.8782136562584	-215.6718325744286	-214.28962919463996	-222.87629790497076	-191.7279658147086	-188.5484203620934	-255.59988593299994	-255.16657675846662	-252.08809885009143	-251.27155588576989	-251.55628882592333	-254.79279365791166	-254.01735126661913	-255.59129196500814	-255.28474713763094	-257.2403211643841	-257.0301080416781	-252.3458605673245	-258.7260471870875	-259.69337311527624	-265.0495242309327	-264.82304612897326	-257.47748516290335	-257.45837480555474	-253.6071589130668	-247.00762086500728	-250.0377481501535	-254.75370512224745	-213.6149731174188	-213.4588684740024	-197.81626364632118	-200.85818959392034	-182.21660390231855	-175.7130418752815	-181.15849558256997	-181.18304607426936	-178.695816818721	-181.60554015608398	-186.21721719244385	-185.4718297625134	-184.25688516854726	-173.2749942773134	-173.7402630743752	-174.8620267633395	-173.35914023304514	-169.0598342974918	-168.717409144781
pos_55	-84.42945342585634	-79.23963783195089	-78.81946000468682	-44.05012490691622	-43.7679970810948	0.6708123813976794	-2.212384597226068	-19.857299787148456	-13.933724408804158	0.4791461743319232	6.522983735482557	19.392813933242753	23.392537693792896	36.27177564498412	38.08971240700839	38.83894399459493	38.92894076207746	36.545039459930095	37.03293900768324	45.6996405670301	53.37806843335878	54.26120428828172	59.611451998586105	63.33038394481042	63.22415293919965	69.13517577059248	73.38070796687843	100.90427118785422	103.92346841772678	104.4679876333183	107.7191462930108	109.41352813915788	109.13098756954014	106.98453544403466	105.62653097641363	105.79967366583067	103.42303936977883	100.60480774458962	95.9998508111276	77.90860937647821	76.86024769058986	76.85471999092698	69.8598608767966	38.52549407794854	25.40727689968853	17.16586625208166	12.603792269308432	5.076228930364191	6.28531244337265	-13.02533217251662	-13.53420057690433	-13.573512218582412	-30.17451363587139	-33.34691282661032	-36.11839536235797	-35.9142010629542	-48.72922742867795	-54.45733277086901	-54.75742143342837	-57.05997998585903	-87.65424770950139	-84.60332481800891	-103.82387225321868	-104.99760459083299	-163.19304041949147	-175.64439871993469	-217.43801743101716	-216.0558140512285	-224.64180020034658	-193.49346811008442	-190.31392265746925	-257.4117478232187	-256.97843864868537	-253.90995872962705	-253.09341576530548	-253.37814870545893	-256.55836978006914	-255.78292738877664	-257.3568680871656	-257.0503232597884	-259.0058972865416	-258.79568416383563	-254.111436689482	-263.3479473219464	-264.3152732501351	-269.6714243657916	-269.4449462638321	-262.09938529776224	-262.0802749404136	-258.11905859287594	-251.52945827159908	-254.5595855567453	-259.27554252883925	-216.2607602783521	-216.10465563493577	-200.46205080725454	-203.5039767548537	-184.8524125401832	-178.34885051314615	-183.7943042204346	-183.81885471213403	-181.33162545658567	-184.24134879394862	-188.8530258303085	-188.10763840037808	-186.89269380641193	-174.70218260184876	-175.1674513989106	-176.28921508787485	-174.78632855758053	-170.48697830524938	-170.14455315253858
